1;BI21_1SS1_DK3_T;Сработка 1СС1-ДК3 температура в Шкиперской кладовой 70 гр.Ц.
;BI26_6SS1_DT7_T1;Сработка 6СС1-ДТ7 температура в ДГО 30 гр.Ц.
;BI26_6SS1_DT7_T2;Сработка 6СС1-ДТ7 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DT7_dT;Сработка 6СС1-ДТ7 изменение температура в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DT8_T1;Сработка 6СС1-ДТ8 температура в ДГО 30 гр.Ц.
;BI26_6SS1_DT8_T2;Сработка 6СС1-ДТ8 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DT8_dT;Сработка 6СС1-ДТ8 изменение температура в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DP1;Сработка 6СС1-ДП1 в ДГО
;BI26_6SS1_DP2;Сработка 6СС1-ДП2 в ДГО
;BI26_6SS1_DP3;Сработка 6СС1-ДП3 в ДГО
;BI26_6SS1_DP4;Сработка 6СС1-ДП4 в ДГО
;BI26_6SS1_DK3_T;Сработка 6СС1-ДК3 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK3_dT;Сработка 6СС1-ДК3 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK3_f;Сработка 6СС1-ДК3 дым в ДГО 15%
;BI26_6SS1_DK4_T;Сработка 6СС1-ДК4 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK4_dT;Сработка 6СС1-ДК4 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK4_f;Сработка 6СС1-ДК4 дым в ДГО 15%
;BI26_6SS1_DK5_T;Сработка 6СС1-ДК5 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK5_dT;Сработка 6СС1-ДК5 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK5_f;Сработка 6СС1-ДК5 дым в ДГО 15%
;BI26_6SS1_DK6_T;Сработка 6СС1-ДК6 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK6_dT;Сработка 6СС1-ДК6 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK6_f;Сработка 6СС1-ДК6 дым в ДГО 15%
;BI26_6SS1_DK7_T;Сработка 6СС1-ДК7 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK7_dT;Сработка 6СС1-ДК7 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK7_f;Сработка 6СС1-ДК7 дым в ДГО 15%
;BI26_6SS1_DK2_V;Сработка 6СС1-ДК2 объем в ДГО 20 мг. куб. 
;BI26_6SS1_DK2_T;Сработка 6СС1-ДК2 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK2_dT;Сработка 6СС1-ДК2 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK2_f;Сработка 6СС1-ДК2 дым в ДГО 25%
;BI26_6SS1_DK8_V;Сработка 6СС1-ДК8 объем в ДГО 20 мг. куб. 
;BI26_6SS1_DK8_T;Сработка 6СС1-ДК8 температура в ДГО 70 гр.Ц.
;BI26_6SS1_DK8_dT;Сработка 6СС1-ДК8 изменение температуры в ДГО 10 гр.Ц. в мин.
;BI26_6SS1_DK8_f;Сработка 6СС1-ДК8 дым в ДГО 25%
;BI26_6SS1_DK1_f1;Сработка 6СС1-ДК1 дым в ДГО меньше или равна 2%
;BI26_6SS1_DK1_f2;Сработка 6СС1-ДК1 дым в ДГО больше 4%
;BI26_6SS1_R1;Сработка 6СС1-Р1 в ДГО
;BI26_6SS1_R2;Сработка 6СС1-Р2 в ДГО
;BI26_6SS1_VD1;Сработка 6СС1-ВД1 в ДГО
;BI26_6SS1_DT9_T1;Сработка 6СС1-ДТ9 температура в Пом. насос. агрегата СПА 30 гр.Ц.
;BI26_6SS1_DT9_T2;Сработка 6СС1-ДТ9 температура в Пом. насос. агрегата СПА 70 гр.Ц.
;BI26_6SS1_DT9_dT;Сработка 6СС1-ДТ9 изменение температуры в Пом. насос. агрегата СПА 10 гр.Ц. в мин.
;BI26_6SS1_DP5;Сработка 6СС1-ДП5  в Пом. насос. агрегата СПА 
;BI26_6SS1_DK9_T;Сработка 6СС1-ДК9 температура в Водолазной клад. №1 70 гр.Ц.
;BI26_6SS1_DK9_dT;Сработка 6СС1-ДК9 изменение температуры в Водолазной клад. №1 10 гр.Ц. в мин.
;BI26_6SS1_DK9_f;Сработка 6СС1-ДК9 дым в Водолазной клад. №1 15%
;BI26_6SS1_DF1_f;Сработка 6СС1-ДФ1 дым в Тамбуре №3 15%
;BI26_6SS1_R4;Сработка 6СС1-Р4 в Тамбуре №3
;BI26_6SS1_R3;Сработка 6СС1-Р3 в Помещении ГРЩ №2
;BI26_6SS1_DT19_f1;Сработка 6СС1-ДТ19 влажность в Помещении ГРЩ №2 98%
;BI26_6SS1_DT19_f2;Сработка 6СС1-ДТ19 влажность в Помещении ГРЩ №2 80%
;BI26_6SS1_DT19_T1;Сработка 6СС1-ДТ19 температура в Помещении ГРЩ №2 30 гр.Ц.
;BI26_6SS1_DT19_T2;Сработка 6СС1-ДТ19 температура в Помещении ГРЩ №2 70 гр.Ц.
;BI26_6SS1_DT20_f1;Сработка 6СС1-ДТ20 влажность в Помещении ГРЩ №2 98%
;BI26_6SS1_DT20_f2;Сработка 6СС1-ДТ20 влажность в Помещении ГРЩ №2 80%
;BI26_6SS1_DT20_T1;Сработка 6СС1-ДТ20 температура в Помещении ГРЩ №2 30 гр.Ц.
;BI26_6SS1_DT20_T2;Сработка 6СС1-ДТ20 температура в Помещении ГРЩ №2 70 гр.Ц.
;BI26_6SS1_DP6;Сработка 6СС1-ДП6 в Помещении ГРЩ №2
;BI26_6SS1_DP7;Сработка 6СС1-ДП7 в Помещении ГРЩ №2
;BI26_6SS1_DK10_V;Сработка 6СС1-ДК10 объем в Помещении ГРЩ №2 20 мг. куб.
;BI26_6SS1_DK10_T;Сработка 6СС1-ДК10 температура в Помещении ГРЩ №2 70 гр.Ц.
;BI26_6SS1_DK10_dT;Сработка 6СС1-ДК10 изменение температуры в Помещении ГРЩ №2 10 гр.Ц. в мин.
;BI26_6SS1_DK10_f;Сработка 6СС1-ДК10 дым в Помещении ГРЩ №2 15%
;BI26_6SS1_DK11_f1;Сработка 6СС1-ДК11 дым в Помещении ГРЩ №2 меньше или равна 2%
;BI26_6SS1_DK11_f2;Сработка 6СС1-ДК11 дым в Помещении ГРЩ №2 больше 4%
;BI26_6SS1_DF4_f;Сработка 6СС1-ДФ4 влажночть в Коридоре №5 15%
;BI26_6SS1_DF5_f;Сработка 6СС1-ДФ5 влажночть в Коридоре №5 15%
;BI26_6SS1_R7;Сработка 6СС1-Р7 в Коридоре №5 
;BI26_6SS1_R8;Сработка 6СС1-Р8 в Коридоре №5 
;BI26_6SS1_DF2_f;Сработка 6СС1-ДФ2 влажночть в Эллинге СПА 15%
;BI26_6SS1_DK12_T;Сработка 6СС1-ДК12 температура в Эллинге СПА 70 гр.Ц.
;BI26_6SS1_DK12_dT;Сработка 6СС1-ДК12 изменение температуры в Эллинге СПА 10 гр.Ц. в мин.
;BI26_6SS1_DK12_f;Сработка 6СС1-ДК12 дым в Эллинге СПА 15%
;BI26_6SS1_DF3_f;Сработка 6СС1-ДФ3 влажночть в Тамбуре №14 15%
;BI26_6SS1_R5;Сработка 6СС1-Р5 в Тамбуре №14 
;BI26_6SS1_DF6_f;Сработка 6СС1-ДФ3 влажночть в Водолазной кладовой №2 15%
;BI26_6SS1_DT15_T1;Сработка 6СС1-ДТ15 температура в Помещении дежурного 30 гр.Ц.
;BI26_6SS1_DT15_T2;Сработка 6СС1-ДТ15 температура в Помещении дежурного 70 гр.Ц.
;BI26_6SS1_DT15_dT;Сработка 6СС1-ДТ15 изменение температуры в Помещении дежурного 10 гр.Ц. в мин.
;BI26_6SS1_DT16_T1;Сработка 6СС1-ДТ16 температура в Помещении дежурного 30 гр.Ц.
;BI26_6SS1_DT16_T2;Сработка 6СС1-ДТ16 температура в Помещении дежурного 70 гр.Ц.
;BI26_6SS1_DT16_dT;Сработка 6СС1-ДТ16 изменение температуры в Помещении дежурного 10 гр.Ц. в мин.
;BI26_6SS1_R9;Сработка 6СС1-Р9 в Помещении дежурного 
;BI26_6SS1_DT12_T1;Сработка 6СС1-ДТ12 температура в Прачечной (ПСО) 30 гр.Ц.
;BI26_6SS1_DT12_T2;Сработка 6СС1-ДТ12 температура в Прачечной (ПСО) 70 гр.Ц.
;BI26_6SS1_DT12_dT;Сработка 6СС1-ДТ12 изменение температуры в Прачечной (ПСО) 10 гр.Ц. в мин.
;BI26_6SS1_DT13_T1;Сработка 6СС1-ДТ13 температура в Прачечной (ПСО) 30 гр.Ц.
;BI26_6SS1_DT13_T2;Сработка 6СС1-ДТ13 температура в Прачечной (ПСО) 70 гр.Ц.
;BI26_6SS1_DT13_dT;Сработка 6СС1-ДТ13 изменение температуры в Прачечной (ПСО) 10 гр.Ц. в мин.
;BI26_6SS1_DF8_f;Сработка 6СС1-ДФ8 влажночть в Эллинге БТ 15%
;BI26_6SS1_DK14_T;Сработка 6СС1-ДК14 температура в Эллинге БТ 70 гр.Ц.
;BI26_6SS1_DK14_dT;Сработка 6СС1-ДК14 изменение температуры в Эллинге БТ 10 гр.Ц. в мин.
;BI26_6SS1_DK14_f;Сработка 6СС1-ДК14 дым в Эллинге БТ 15%
;BI26_6SS1_DF9_f;Сработка 6СС1-ДФ9 влажночть в Тамбуре шлюзе №15 (ПСО) 15%
;BI26_6SS1_R6;Сработка 6СС1-Р6 в Тамбуре шлюзе №15 (ПСО) 
;BI26_6SS1_DK13_T;Сработка 6СС1-ДК13 температура в Сушильной 70 гр.Ц.
;BI26_6SS1_DK13_dT;Сработка 6СС1-ДК13 изменение температуры в Сушильной 10 гр.Ц. в мин.
;BI26_6SS1_DK13_f;Сработка 6СС1-ДК14 дым в Сушильной 15%
;BI26_6SS1_DT18;Сработка 6СС1-ДТ18 в Помещении щитов №4
;BI26_6SS1_DF7_f;Сработка 6СС1-ДФ7 влажночть в Помещении щитов №4 15%
;BI26_6SS1_DT17_T1;Сработка 6СС1-ДТ17 температура в Станции ОХТ №1 30 гр.Ц.
;BI26_6SS1_DT17_T2;Сработка 6СС1-ДТ17 температура в Станции ОХТ №1 70 гр.Ц.
;BI26_6SS1_DT17_dT;Сработка 6СС1-ДТ17 изменение температуры в Станции ОХТ №1 10 гр.Ц. в мин.
;BI26_6SS1_DF10_f;Сработка 6СС1-ДФ10 влажночть в Тамбуре №16 15%
;BI26_6SS1_R10;Сработка 6СС1-Р10 в Тамбуре №16 
;BI26_6SS1_DK15_T;Сработка 6СС1-ДК15 температура в Агрегатной ПМО №2 70 гр.Ц.
;BI26_6SS1_DK15_dT;Сработка 6СС1-ДК15 изменение температуры в Агрегатной ПМО №2 10 гр.Ц. в мин.
;BI26_6SS1_DK15_f;Сработка 6СС1-ДК15 дым в Агрегатной ПМО №2 15%
;BI26_6SS1_DK16_T;Сработка 6СС1-ДК16 температура в Посту ПМО №1 70 гр.Ц.
;BI26_6SS1_DK16_dT;Сработка 6СС1-ДК16 изменение температуры в Посту ПМО №1 10 гр.Ц. в мин.
;BI26_6SS1_DK16_f;Сработка 6СС1-ДК16 дым в Посту ПМО №1 15%
;BI26_6SS1_R11;Сработка 6СС1-Р11 в Посту ПМО №1
;BI27_7SS1_DK4_T;Сработка 7СС1-ДК4 температура в Тральной кладовой 70 гр.Ц.
;BI27_7SS1_DK4_dT;Сработка 7СС1-ДК4 изменение температуры в Тральной кладовой 10 гр.Ц. в мин.
;BI27_7SS1_DK4_f;Сработка 7СС1-ДК4 дым в Тральной кладовой 15%
;BI27_7SS1_DK5_T;Сработка 7СС1-ДК5 температура в Тральной кладовой 70 гр.Ц.
;BI27_7SS1_DK5_dT;Сработка 7СС1-ДК5 изменение температуры в Тральной кладовой 10 гр.Ц. в мин.
;BI27_7SS1_DK5_f;Сработка 7СС1-ДК5 дым в Тральной кладовой 15%
;BI27_7SS1_DK1_T;Сработка 7СС1-ДК1 температура в Агрегатной ПМО №1 70 гр.Ц.
;BI27_7SS1_DK1_dT;Сработка 7СС1-ДК1 изменение температуры в Агрегатной ПМО №1 10 гр.Ц. в мин.
;BI27_7SS1_DK1_f;Сработка 7СС1-ДК1 дым в Агрегатной ПМО №1 15%
;BI27_7SS1_DF1_f;Сработка 7СС1-ДФ1 дым в Агрегатной ПМО №1 15%
;BI27_7SS1_DK2_T;Сработка 7СС1-ДК2 температура в Пом. гидроагрегатов 70 гр.Ц.
;BI27_7SS1_DK2_dT;Сработка 7СС1-ДК2 изменение температуры в Пом. гидроагрегатов 10 гр.Ц. в мин.
;BI27_7SS1_DK2_f;Сработка 7СС1-ДК2 дым в Пом. гидроагригатов 15%
;BI27_7SS1_DK3_T;Сработка 7СС1-ДК3 температура в Пом. гидроагрегатов 70 гр.Ц.
;BI27_7SS1_DK3_dT;Сработка 7СС1-ДК3 изменение температуры в Пом. гидроагрегатов 10 гр.Ц. в мин.
;BI27_7SS1_DK3_f;Сработка 7СС1-ДК3 дым в Пом. гидроагригатов 15%
;BI27_7SS1_DF2_f;Сработка 7СС1-ДФ2 дым в Кладовой АСИ 15%
;BI27_7SS1_DK6_T;Сработка 7СС1-ДК6 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DK6_dT;Сработка 7СС1-ДК6 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DK6_f;Сработка 7СС1-ДК6 дым в Румпельном отделении 15%
;BI27_7SS1_DK7_T;Сработка 7СС1-ДК7 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DK7_dT;Сработка 7СС1-ДК7 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DK7_f;Сработка 7СС1-ДК7 дым в Румпельном отделении 15%
;BI27_7SS1_DK8_T;Сработка 7СС1-ДК8 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DK8_dT;Сработка 7СС1-ДК8 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DK8_f;Сработка 7СС1-ДК8 дым в Румпельном отделении 15%
;BI27_7SS1_DK9_T;Сработка 7СС1-ДК9 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DK9_dT;Сработка 7СС1-ДК9 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DK9_f;Сработка 7СС1-ДК9 дым в Румпельном отделении 15%
;BI27_7SS1_DK10_T;Сработка 7СС1-ДК10 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DK10_dT;Сработка 7СС1-ДК10 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DK10_f;Сработка 7СС1-ДК10 дым в Румпельном отделении 15%
;BI27_7SS1_DT1_T1;Сработка 7СС1-ДТ1 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT1_T2;Сработка 7СС1-ДТ1 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT1_dT;Сработка 7СС1-ДТ1 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DT2_T1;Сработка 7СС1-ДТ2 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT2_T2;Сработка 7СС1-ДТ2 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT2_dT;Сработка 7СС1-ДТ2 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DT3_T1;Сработка 7СС1-ДТ3 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT3_T2;Сработка 7СС1-ДТ3 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT3_dT;Сработка 7СС1-ДТ3 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DT4_T1;Сработка 7СС1-ДТ4 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT4_T2;Сработка 7СС1-ДТ4 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT4_dT;Сработка 7СС1-ДТ4 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DT5_T1;Сработка 7СС1-ДТ5 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT5_T2;Сработка 7СС1-ДТ5 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT5_dT;Сработка 7СС1-ДТ5 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI27_7SS1_DT6_T1;Сработка 7СС1-ДТ6 температура в Румпельном отделении 30 гр.Ц.
;BI27_7SS1_DT6_T2;Сработка 7СС1-ДТ6 температура в Румпельном отделении 70 гр.Ц.
;BI27_7SS1_DT6_dT;Сработка 7СС1-ДТ6 изменение температуры в Румпельном отделении 10 гр.Ц. в мин.
;BI28_8SS1_DT2_T1;Сработка 8СС1-ДТ2 температура в Каюте командира 30 гр.Ц.
;BI28_8SS1_DT2_T2;Сработка 8СС1-ДТ2 температура в Каюте командира 70 гр.Ц.
;BI28_8SS1_DT2_dT;Сработка 8СС1-ДТ2 изменение температуры в Каюте командира 10 гр.Ц. в мин.
;BI28_8SS1_DT3_T1;Сработка 8СС1-ДТ3 температура в Каюте командира 30 гр.Ц.
;BI28_8SS1_DT3_T2;Сработка 8СС1-ДТ3 температура в Каюте командира 70 гр.Ц.
;BI28_8SS1_DT3_dT;Сработка 8СС1-ДТ3 изменение температуры в Каюте командира 10 гр.Ц. в мин.
;BI28_8SS1_DT1_T1;Сработка 8СС1-ДТ1 температура в Санузле командира 30 гр.Ц.
;BI28_8SS1_DT1_T2;Сработка 8СС1-ДТ1 температура в Санузле командира 70 гр.Ц.
;BI28_8SS1_DT1_dT;Сработка 8СС1-ДТ3 изменение температуры в Санузле командира 10 гр.Ц. в мин.
;BI28_8SS1_DT4_T1;Сработка 8СС1-ДТ4 температура в Каюте офицеров №2 30 гр.Ц.
;BI28_8SS1_DT4_T2;Сработка 8СС1-ДТ4 температура в Каюте офицеров №2 70 гр.Ц.
;BI28_8SS1_DT4_dT;Сработка 8СС1-ДТ4 изменение температуры в Каюте офицеров №2 10 гр.Ц. в мин.
;BI28_8SS1_DT5_T1;Сработка 8СС1-ДТ5 температура в Каюте офицеров №2 30 гр.Ц.
;BI28_8SS1_DT5_T2;Сработка 8СС1-ДТ5 температура в Каюте офицеров №2 70 гр.Ц.
;BI28_8SS1_DT5_dT;Сработка 8СС1-ДТ5 изменение температуры в Каюте офицеров №2 10 гр.Ц. в мин.
;BI28_8SS1_DT6_T1;Сработка 8СС1-ДТ6 температура в Станции ОХТ №2 30 гр.Ц.
;BI28_8SS1_DT6_T2;Сработка 8СС1-ДТ6 температура в Станции ОХТ №2 70 гр.Ц.
;BI28_8SS1_DT6_dT;Сработка 8СС1-ДТ6 изменение температуры в Станции ОХТ №2 10 гр.Ц. в мин.
;BI28_8SS1_DF1_f;Сработка 8СС1-ДФ1 дым в Коридоре №6 15%
;BI28_8SS1_DF2_f;Сработка 8СС1-ДФ2 дым в Коридоре №6 15%
;BI28_8SS1_DK1_V;Сработка 8СС1-ДК1 объем в Коридоре №6 20 мг. куб.
;BI28_8SS1_DK1_T;Сработка 8СС1-ДК1 температура в Коридоре №6 70 гр.Ц.
;BI28_8SS1_DK1_dT;Сработка 8СС1-ДК1 изменение температуры в Коридоре №6 10 гр.Ц. в мин.
;BI28_8SS1_DK1_f;Сработка 8СС1-ДК1 дым в Коридоре №6 25%
;BI28_8SS1_R1;Сработка 8СС1-Р1 в Коридоре №6
;BI28_8SS1_R2;Сработка 8СС1-Р2 в Коридоре №6
;BI28_8SS1_DF3_f;Сработка 8СС1-ДФ3 дым в Тамбуре №17 15%
;BI28_8SS1_R3;Сработка 8СС1-Р3 в Тамбуре №17
;BI28_8SS1_DT7_T1;Сработка 8СС1-ДТ7 температура в Каюте офицеров №1 30 гр.Ц.
;BI28_8SS1_DT7_T2;Сработка 8СС1-ДТ7 температура в Каюте офицеров №1 70 гр.Ц.
;BI28_8SS1_DT7_dT;Сработка 8СС1-ДТ7 изменение температуры в Каюте офицеров №1 10 гр.Ц. в мин.
;BI28_8SS1_DT8_T1;Сработка 8СС1-ДТ8 температура в Каюте офицеров №1 30 гр.Ц.
;BI28_8SS1_DT8_T2;Сработка 8СС1-ДТ8 температура в Каюте офицеров №1 70 гр.Ц.
;BI28_8SS1_DT8_dT;Сработка 8СС1-ДТ8 изменение температуры в Каюте офицеров №1 10 гр.Ц. в мин.
;BI28_8SS1_DT9_T1;Сработка 8СС1-ДТ9 температура в Каюте офицеров №3 30 гр.Ц.
;BI28_8SS1_DT9_T2;Сработка 8СС1-ДТ9 температура в Каюте офицеров №3 70 гр.Ц.
;BI28_8SS1_DT9_dT;Сработка 8СС1-ДТ9 изменение температуры в Каюте офицеров №3 10 гр.Ц. в мин.
;BI28_8SS1_DT10_T1;Сработка 8СС1-ДТ10 температура в Каюте офицеров №3 30 гр.Ц.
;BI28_8SS1_DT10_T2;Сработка 8СС1-ДТ10 температура в Каюте офицеров №3 70 гр.Ц.
;BI28_8SS1_DT10_dT;Сработка 8СС1-ДТ10 изменение температуры в Каюте офицеров №3 10 гр.Ц. в мин.
;BI28_8SS1_DF4_f;Сработка 8СС1-ДФ4 дым в Коридоре №7 15%
;BI28_8SS1_DF5_f;Сработка 8СС1-ДФ5 дым в Коридоре №7 15%
;BI28_8SS1_DK2_V;Сработка 8СС1-ДК2 объем в Коридоре №7 20 мг. куб.
;BI28_8SS1_DK2_T;Сработка 8СС1-ДК2 температура в Коридоре №7 70 гр.Ц.
;BI28_8SS1_DK2_dT;Сработка 8СС1-ДК2 изменение температуры в Коридоре №7 10 гр.Ц. в мин.
;BI28_8SS1_DK2_f;Сработка 8СС1-ДК2 дым в Коридоре №7 25%
;BI28_8SS1_R4;Сработка 8СС1-Р4 в Коридоре №7
;BI28_8SS1_R5;Сработка 8СС1-Р5 в Кают-компании
;BI28_8SS1_DT13_T1;Сработка 8СС1-ДТ13 температура в Кают-компании 30 гр.Ц.
;BI28_8SS1_DT13_T2;Сработка 8СС1-ДТ13 температура в Кают-компании 70 гр.Ц.
